record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat
196,AM,Aeromexico,AM5941,HAV,CUN,11/01/2025 15:10,,,CANCELLED,,B787,ECONOMY,
197,DL,Delta,DL2029,SJO,HAV,24/08/2024 15:43,24/08/2024 16:39,59,ON_TIME,0,B737,PREMIUM_ECONOMY,12F
198,AA,American Airlines,AA1759,MEX,LIM,19/10/2025 00:00,10-19-2025 03:19 AM,187,ON_TIME,0,B757,PREMIUM_ECONOMY,15B
199,LA,LATAM,la2938,MEX,GUA,14/08/2025 09:42,14/08/2025 13:04,205,ON_TIME,0,E190,ECONOMY,31C
200,FR,RYANAIR,FR8380,SJO,LAX,3/07/2024 00:37,7/03/2024 02:22,106,ON_TIME,0,A321,ECONOMY,19F
201,UA,United,UA0518,PTY,MIA,04-14-2024 01:16 PM,14/04/2024 17:54,60,DELAYED,222,A321,ECONOMY,37A
202,LA,LATAM,LA4661,BCN,SAL,23/12/2024 00:36,23/12/2024 01:31,63,ON_TIME,0,A320,ECONOMY,40C
203,BA,British Airways,BA0365,LIM,BOG,21/01/2024 21:26,22/01/2024 03:42,365,ON_TIME,0,B757,ECONOMY,27D
204,CM,Copa Airlines,CM7787,SAL,SJO,20/06/2025 14:38,20/06/2025 21:11,390,ON_TIME,0,A321,ECONOMY,40F
205,IB,Iberia,IB5969,MAD,SAP,30/05/2025 07:43,05-30-2025 01:14 PM,321,ON_TIME,0,CRJ9,ECONOMY,35E
206,LA,LATAM,LA0692,MAD,BCN,4/09/2024 12:07,4/09/2024 14:45,77,DELAYED,78,A320,PREMIUM_ECONOMY,12C
207,AM,Aeromexico,AM3866,PTY,GUA,19/08/2024 10:44,08-19-2024 03:18 PM,77,DELAYED,181,A321,ECONOMY,18D
208,CM,Copa Airlines,CM5946,MAD,MIA,07-16-2024 12:36 PM,16/07/2024 18:15,346,ON_TIME,0,B777,ECONOMY,19C
209,LA,LATAM,LA1088,GUA,CUN,7/12/2025 15:41,7/12/2025 19:53,246,ON_TIME,0,B777,BUSINESS,10B
210,AV,Avianca,AV5368,SAP,HAV,10/02/2024 11:11,10/02/2024 17:25,373,ON_TIME,0,B757,PREMIUM_ECONOMY,12A
211,LA,LATAM,LA1942,LIM,MIA,23/06/2024 08:44,,,CANCELLED,,B738,ECONOMY,
212,DL,Delta,DL1197,MAD,SAP,27/10/2025 03:17,27/10/2025 05:50,150,DIVERTED,0,B739,ECONOMY,37B
213,AM,AEROMEXICO,AM5908,PTY,SAL,30/12/2025 14:13,30/12/2025 20:33,388,ON_TIME,0,B738,ECONOMY,28C
214,IB,Iberia,IB2426,BOG,MIA,31/08/2024 02:56,08-31-2024 07:24 AM,268,ON_TIME,0,B738,FIRST,1E
215,WN,Southwest,WN9736,JFK,HAV,13/03/2025 11:41,03-13-2025 06:08 PM,384,ON_TIME,0,A320,BUSINESS,8E
216,AM,Aeromexico,AM5081,SAP,LAX,24/07/2025 08:42,24/07/2025 14:16,336,ON_TIME,0,B739,ECONOMY,36C
217,WN,SOUTHWEST,WN2435,CUN,LIM,15/01/2025 07:14,15/01/2025 12:01,273,ON_TIME,0,B738,ECONOMY,29A
218,IB,Iberia,IB4343,LIM,LAX,7/02/2024 01:43,7/02/2024 09:25,327,DELAYED,141,A319,ECONOMY,29D
219,B6,JetBlue,B60440,JFK,PTY,11/08/2025 00:05,8/11/2025 06:30,389,ON_TIME,0,E190,ECONOMY,28A
220,WN,Southwest,WN0607,CUN,MAD,7/03/2024 20:54,8/03/2024 00:32,199,ON_TIME,0,B787,ECONOMY,19B
221,CM,Copa Airlines,CM2149,JFK,cun,8/07/2025 19:20,8/07/2025 20:59,76,ON_TIME,0,B757,ECONOMY,33A
222,FR,Ryanair,FR0524,PTY,HAV,24/07/2025 13:39,24/07/2025 21:34,229,DELAYED,226,A321,ECONOMY,22C
223,UA,United,UA5926,BCN,SAP,07-19-2024 06:09 AM,19/07/2024 13:27,219,DELAYED,207,B767,PREMIUM_ECONOMY,13B
224,AA,AMERICAN AIRLINES,AA8457,MEX,SJO,17/05/2025 14:41,05-17-2025 07:24 PM,231,DELAYED,41,A320,PREMIUM_ECONOMY,14D
225,BA,British Airways,BA8648,HAV,LIM,2/05/2025 20:04,5/02/2025 21:19,80,ON_TIME,0,B757,ECONOMY,40B
226,WN,Southwest,WN3955,PTY,LAX,4/09/2025 07:45,4/09/2025 14:04,361,ON_TIME,0,B757,BUSINESS,10F
227,AV,Avianca,AV8462,MIA,SJO,20/07/2024 18:12,21/07/2024 00:40,366,ON_TIME,0,B739,ECONOMY,36A
228,LA,LATAM,LA8409,MAD,BCN,4/03/2024 15:36,3/04/2024 17:01,92,ON_TIME,0,B737,ECONOMY,22D
229,DL,Delta,DL7884,LIM,CUN,10-13-2024 08:50 PM,13/10/2024 22:51,105,ON_TIME,0,B739,ECONOMY,25A
230,BA,British Airways,BA9165,PTY,SAL,13/04/2024 03:45,13/04/2024 06:02,115,ON_TIME,0,B777,ECONOMY,37D
231,B6,JetBlue,B68877,BOG,MAD,27/05/2024 02:35,05-27-2024 08:25 AM,288,DELAYED,40,B738,ECONOMY,33B
232,LA,LATAM,LA0306,SJO,LAX,11/05/2024 09:56,11/05/2024 11:21,75,ON_TIME,0,E190,ECONOMY,25D
233,FR,Ryanair,FR3486,HAV,LAX,7/04/2024 12:49,4/07/2024 16:25,200,ON_TIME,0,A320,PREMIUM_ECONOMY,15B
234,AA,American Airlines,AA9107,LAX,MAD,3/10/2024 16:24,10/03/2024 23:43,247,DELAYED,195,B757,ECONOMY,24D
235,FR,Ryanair,FR4968,PTY,SAP,1/03/2024 05:08,1/03/2024 13:57,320,DELAYED,218,B767,ECONOMY,37A
236,CM,Copa Airlines,CM0379,SJO,SAP,3/07/2025 02:50,3/07/2025 08:48,355,ON_TIME,0,B777,FIRST,3D
237,CM,COPA AIRLINES,CM3226,GUA,SAL,29/12/2025 11:32,29/12/2025 17:20,263,DELAYED,92,E190,ECONOMY,29C
238,LA,LATAM,LA7076,HAV,LIM,01-19-2024 03:49 PM,01-19-2024 11:01 PM,348,DELAYED,73,B777,ECONOMY,23C
239,LA,LATAM,LA7888,SAL,PTY,24/04/2025 11:20,24/04/2025 19:10,255,DELAYED,211,B737,ECONOMY,16D
240,DL,Delta,DL3298,LAX,LIM,30/03/2025 00:17,,,CANCELLED,,E190,ECONOMY,
241,CM,Copa Airlines,CM9089,LIM,HAV,06-21-2025 07:31 PM,06-21-2025 11:16 PM,214,ON_TIME,0,B737,ECONOMY,21A
242,AM,AEROMEXICO,AM7107,GUA,SJO,01-24-2024 01:22 AM,24/01/2024 03:50,146,ON_TIME,0,A319,ECONOMY,24F
243,UA,United,UA8343,CUN,BCN,17/02/2025 15:32,17/02/2025 19:43,238,ON_TIME,0,A319,ECONOMY,36B
244,BA,British Airways,BA5512,BCN,SJO,7/09/2025 20:40,10/07/2025 01:58,298,ON_TIME,0,B757,ECONOMY,45E
245,IB,IBERIA,IB8899,mia,HAV,20/01/2024 04:46,20/01/2024 07:20,136,ON_TIME,0,B738,ECONOMY,27A
246,LA,LATAM,LA2103,MAD,LAX,30/09/2025 08:36,30/09/2025 14:07,341,ON_TIME,0,B767,ECONOMY,40B
247,AM,Aeromexico,AM1528,JFK,SAL,11-21-2024 01:28 PM,21/11/2024 21:11,262,DELAYED,186,A319,ECONOMY,26E
248,CM,Copa Airlines,CM7779,GUA,MAD,25/05/2024 00:11,25/05/2024 04:19,146,DELAYED,108,B738,ECONOMY,23C
249,FR,Ryanair,FR7080,BCN,LAX,8/01/2024 22:35,2/08/2024 00:53,148,DIVERTED,0,A319,ECONOMY,42D
250,BA,British Airways,BA6543,GUA,SJO,5/07/2024 04:14,5/07/2024 08:53,125,DELAYED,147,A320,ECONOMY,45A
251,DL,Delta,DL8722,LAX,HAV,4/06/2025 15:12,4/06/2025 20:15,282,ON_TIME,0,E190,ECONOMY,37B
252,BA,British Airways,BA1765,SJO,GUA,27/11/2025 17:28,27/11/2025 19:19,97,ON_TIME,0,E190,ECONOMY,35A
253,WN,SOUTHWEST,WN2810,MAD,CUN,30/12/2025 06:47,30/12/2025 11:08,264,ON_TIME,0,B739,ECONOMY,26B
254,FR,Ryanair,FR6137,HAV,SAL,06-22-2025 07:53 PM,22/06/2025 21:57,113,ON_TIME,0,B757,ECONOMY,38C
255,BA,British Airways,BA0100,LIM,HAV,12/10/2024 15:39,10/12/2024 19:10,213,ON_TIME,0,B737,ECONOMY,40A
256,UA,United,UA7102,MEX,LAX,12/03/2024 06:31,3/12/2024 10:11,133,DELAYED,62,B767,ECONOMY,18D
257,AA,American Airlines,AA5044,SAP,SJO,5/12/2025 01:35,12/05/2025 05:17,198,ON_TIME,0,B757,ECONOMY,24D
258,AA,American Airlines,aa2645,MAD,GUA,25/12/2025 00:09,25/12/2025 05:43,334,ON_TIME,0,E190,ECONOMY,24F
259,BA,British Airways,BA276O,LIM,PTY,30/11/2025 19:46,1/12/2025 01:29,86,DELAYED,234,A321,ECONOMY,42D
260,LA,LATAM,LA1053,PTY,HAV,8/11/2024 23:03,8/12/2024 06:20,420,ON_TIME,0,B767,ECONOMY,38B
261,AV,Avianca,AV6584,SAL,MEX,07-25-2024 04:06 PM,07-25-2024 04:46 PM,48,ON_TIME,0,A319,ECONOMY,16D
262,WN,SOUTHWEST,WN1646,LAX,SAL,27/06/2025 03:14,27/06/2025 06:19,172,ON_TIME,0,B737,ECONOMY,43D
263,B6,JetBlue,B67804,HAV,JFK,27/10/2025 11:57,27/10/2025 19:10,411,ON_TIME,0,E190,ECONOMY,18C
264,BA,BRITISH AIRWAYS,BA0028,BCN,HAV,11/03/2024 05:57,11/03/2024 15:24,399,DELAYED,157,B737,ECONOMY,35A
265,AM,AEROMEXICO,AM7837,HAV,SAL,10/10/2024 12:32,10/10/2024 19:02,392,ON_TIME,0,B738,ECONOMY,23A
266,AM,Aeromexico,AM9510,MEX,SJO,10/05/2025 00:53,5/10/2025 11:24,411,DELAYED,217,CRJ9,ECONOMY,39A
267,B6,JETBLUE,B69723,MEX,BCN,9/12/2024 05:18,12/09/2024 12:19,401,ON_TIME,0,CRJ9,ECONOMY,22F
268,UA,United,UA7933,MAD,CUN,14/01/2025 12:38,14/01/2025 15:58,199,ON_TIME,0,B738,ECONOMY,38F
269,AA,American Airlines,AA3379,SAP,GUA,12/06/2025 22:45,12/07/2025 04:06,320,ON_TIME,0,B738,ECONOMY,28E
270,AA,American Airlines,AA3527,BOG,CUN,08-19-2024 09:53 PM,20/08/2024 02:08,231,ON_TIME,0,B737,BUSINESS,9A
271,BA,British Airways,ba6209,PTY,LAX,23/11/2024 18:55,23/11/2024 20:43,83,ON_TIME,0,A321,ECONOMY,44B
272,FR,Ryanair,FR0786,LIM,GUA,11/11/2024 22:57,12/11/2024 00:26,78,ON_TIME,0,B757,ECONOMY,26C
273,FR,Ryanair,FR3749,HAV,LAX,16/02/2025 23:16,17/02/2025 04:58,327,ON_TIME,0,B738,ECONOMY,16F
274,AA,American Airlines,AA6963,PTY,BCN,2/03/2024 17:31,,,CANCELLED,,B737,ECONOMY,
275,WN,Southwest,WN4338,SJO,MAD,04-18-2025 04:11 AM,,,CANCELLED,,B787,ECONOMY,
276,FR,Ryanair,FR5972,BOG,LAX,3/10/2025 08:40,10/03/2025 13:49,63,DELAYED,227,B738,ECONOMY,27A
277,CM,COPA AIRLINES,CM6371,MEX,HAV,18/04/2024 15:26,18/04/2024 19:29,226,ON_TIME,0,A320,BUSINESS,9B
278,AV,Avianca,AV2969,HAV,GUA,15/06/2025 14:50,15/06/2025 17:29,166,ON_TIME,0,E190,ECONOMY,35F
279,DL,Delta,DL5270,mad,jfk,30/01/2024 19:12,,,CANCELLED,,B787,ECONOMY,
280,CM,Copa Airlines,CM1617,MIA,LIM,16/09/2024 15:28,16/09/2024 18:45,200,ON_TIME,0,B739,ECONOMY,33B
281,UA,United,UA6513,BOG,PTY,13/07/2025 20:07,13/07/2025 22:02,123,ON_TIME,0,B777,ECONOMY,38C
282,WN,Southwest,WN0845,MAD,GUA,12/03/2025 21:44,13/03/2025 02:03,244,ON_TIME,0,B737,ECONOMY,16B
283,AM,Aeromexico,AM9902,PTY,MAD,15/04/2025 00:59,04-15-2025 05:02 AM,233,ON_TIME,0,B737,ECONOMY,33C
284,FR,Ryanair,FR6595,HAV,LIM,28/10/2025 14:24,28/10/2025 18:30,247,ON_TIME,0,CRJ9,ECONOMY,29C
285,AA,American Airlines,AA4383,MIA,SAP,25/10/2024 06:06,25/10/2024 10:23,55,DELAYED,205,A320,PREMIUM_ECONOMY,11B
286,WN,Southwest,WN9825,MAD,BOG,20/04/2024 03:59,20/04/2024 04:48,45,ON_TIME,0,E190,ECONOMY,20C
287,IB,Iberia,IB6945,MIA,LAX,10/11/2025 22:40,11/11/2025 03:24,98,DELAYED,179,B787,ECONOMY,24F
288,FR,Ryanair,FR9036,JFK,MAD,10-24-2024 03:05 PM,10-24-2024 07:49 PM,259,ON_TIME,0,B737,ECONOMY,33E
289,BA,British Airways,BA0217,mex,BCN,4/01/2024 01:26,1/04/2024 08:06,401,ON_TIME,0,E190,ECONOMY,29C
290,WN,Southwest,WN7822,MEX,HAV,9/01/2024 10:35,9/01/2024 14:59,247,ON_TIME,0,B757,PREMIUM_ECONOMY,15F
291,FR,Ryanair,fr5057,MAD,PTY,05-31-2024 06:02 AM,31/05/2024 09:01,183,ON_TIME,0,B738,ECONOMY,40C
292,AM,AEROMEXICO,AM2308,SAP,LIM,30/10/2024 10:04,,,CANCELLED,,B777,ECONOMY,
293,FR,Ryanair,FR4844,BOG,MAD,12-23-2025 12:41 PM,23/12/2025 18:14,219,DELAYED,96,B739,ECONOMY,35D
294,BA,British Airways,BA0700,HAV,SAL,23/12/2024 20:50,,,CANCELLED,,CRJ9,ECONOMY,
295,WN,SOUTHWEST,WN7803,GUA,CUN,30/04/2024 01:14,04-30-2024 03:00 AM,98,ON_TIME,0,B777,ECONOMY,43A
296,FR,Ryanair,FR5604,CUN,sap,5/09/2024 16:42,5/09/2024 22:09,335,DIVERTED,0,B737,ECONOMY,17C
297,CM,Copa Airlines,CM43O6,BOG,SJO,06-19-2025 12:43 AM,19/06/2025 03:07,127,ON_TIME,0,B767,ECONOMY,28A
298,FR,Ryanair,FR8888,BCN,CUN,11/05/2025 06:15,5/11/2025 11:52,341,ON_TIME,0,B739,ECONOMY,22D
299,LA,LATAM,LA6892,MIA,SJO,17/05/2024 09:33,17/05/2024 15:01,328,ON_TIME,0,B777,ECONOMY,43F
300,CM,Copa Airlines,CM9375,MEX,JFK,09-29-2024 07:54 AM,29/09/2024 15:47,282,DELAYED,175,B757,ECONOMY,39D
301,AV,Avianca,AV0456,HAV,BOG,24/12/2025 20:37,25/12/2025 02:34,340,ON_TIME,0,A321,ECONOMY,39B
302,BA,British Airways,BA5922,MEX,MIA,18/12/2024 09:41,18/12/2024 16:02,369,ON_TIME,0,A321,ECONOMY,23C
303,AA,American Airlines,AA8487,BCN,SAP,30/04/2025 23:34,5/01/2025 01:01,84,ON_TIME,0,B739,ECONOMY,26F
304,AM,Aeromexico,AM7993,MEX,BCN,19/06/2024 16:38,06-19-2024 06:03 PM,87,ON_TIME,0,B787,ECONOMY,18C
305,B6,JetBlue,B65152,SAL,HAV,16/04/2025 16:48,16/04/2025 21:06,241,ON_TIME,0,A320,ECONOMY,44F
306,B6,JetBlue,B66273,HAV,MAD,6/09/2024 18:20,6/09/2024 21:29,164,ON_TIME,0,A320,ECONOMY,22E
307,AV,Avianca,av1684,BCN,MIA,8/08/2024 20:57,8/08/2024 23:04,112,ON_TIME,0,A320,ECONOMY,32A
308,BA,BRITISH AIRWAYS,BA6772,SAP,CUN,4/12/2024 09:42,4/12/2024 12:22,160,ON_TIME,0,B777,ECONOMY,41C
309,FR,Ryanair,FR7439,BCN,HAV,5/08/2024 21:40,6/08/2024 01:29,209,ON_TIME,0,A321,ECONOMY,25F
310,AM,Aeromexico,AM7060,MAD,gua,17/12/2024 09:56,17/12/2024 16:20,362,ON_TIME,0,B738,ECONOMY,18C
311,LA,LATAM,LA4396,sap,LAX,21/12/2025 19:32,21/12/2025 23:55,261,ON_TIME,0,B737,ECONOMY,35C
312,B6,JETBLUE,B68001,LAX,cun,24/07/2025 00:33,24/07/2025 01:15,46,ON_TIME,0,A320,BUSINESS,8D
313,IB,Iberia,IB6723,JFK,MEX,2/11/2025 23:43,2/12/2025 08:13,302,DELAYED,208,A319,ECONOMY,25F
314,B6,JetBlue,B62015,SAP,MAD,24/06/2025 10:45,24/06/2025 15:23,265,ON_TIME,0,B739,ECONOMY,45D
315,CM,Copa Airlines,CM9188,SJO,MAD,24/04/2024 06:43,24/04/2024 11:25,283,ON_TIME,0,B738,ECONOMY,33F
316,LA,LATAM,LA7556,LIM,BOG,12-14-2025 05:36 AM,14/12/2025 07:10,86,ON_TIME,0,B757,ECONOMY,27B
317,BA,British Airways,BA8488,LAX,PTY,26/01/2025 07:47,01-26-2025 02:34 PM,395,ON_TIME,0,A320,ECONOMY,29D
318,AA,American Airlines,aa1101,MIA,SAL,4/06/2025 15:17,6/04/2025 16:59,94,ON_TIME,0,A321,ECONOMY,43A
319,AA,American Airlines,AA9647,BCN,LIM,20/01/2024 03:37,01-20-2024 08:58 AM,303,ON_TIME,0,B757,BUSINESS,6D
320,CM,Copa Airlines,CM1029,MAD,BOG,23/09/2025 20:37,24/09/2025 00:58,262,ON_TIME,0,E190,ECONOMY,34D
321,BA,British Airways,BA1741,HAV,LAX,04-18-2024 06:31 PM,,,CANCELLED,,B739,ECONOMY,
322,BA,British Airways,BA2656,HAV,MAD,2/07/2024 18:51,2/07/2024 22:18,98,DELAYED,108,B737,ECONOMY,29A
323,FR,Ryanair,FR8475,SAL,PTY,7/06/2024 02:15,6/07/2024 04:57,62,DELAYED,102,B737,ECONOMY,34E
324,AV,AVIANCA,AV3347,JFK,SAL,29/09/2025 22:39,09-30-2025 01:58 AM,193,ON_TIME,0,E190,ECONOMY,43B
325,CM,Copa Airlines,CM9964,SAL,LAX,17/09/2025 18:37,18/09/2025 00:02,333,ON_TIME,0,CRJ9,ECONOMY,29E
326,LA,LATAM,LA1256,HAV,GUA,20/10/2024 00:02,20/10/2024 06:41,401,ON_TIME,0,B738,ECONOMY,20A
327,FR,Ryanair,FR7967,JFK,MAD,08-15-2024 02:58 AM,15/08/2024 05:04,111,ON_TIME,0,A319,ECONOMY,18A
328,IB,Iberia,IB7063,SAP,MAD,3/05/2025 12:01,5/03/2025 14:30,152,ON_TIME,0,A320,PREMIUM_ECONOMY,12A
329,AV,Avianca,AV39O4,PTY,SAL,8/09/2025 00:29,9/08/2025 06:53,217,DELAYED,161,E190,ECONOMY,16C
330,UA,United,UA4530,HAV,SAL,25/02/2025 14:36,25/02/2025 18:03,196,ON_TIME,0,A321,ECONOMY,24C
331,IB,Iberia,IB7272,JFK,PTY,6/11/2025 00:21,6/11/2025 05:17,298,ON_TIME,0,B737,ECONOMY,43E
332,FR,Ryanair,FR9547,MAD,BOG,25/02/2024 10:51,25/02/2024 18:07,373,DELAYED,46,B757,ECONOMY,35C
333,AA,AMERICAN AIRLINES,AA1306,JFK,SAL,03-15-2025 03:51 AM,03-15-2025 11:45 AM,302,DELAYED,147,B739,ECONOMY,43E
334,CM,Copa Airlines,CM9087,HAV,LAX,21/11/2024 07:56,,,CANCELLED,,A321,ECONOMY,
335,LA,LATAM,LA7817,GUA,MAD,06-19-2025 11:24 PM,20/06/2025 01:28,130,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,14D
336,WN,Southwest,WN3452,SAL,BCN,04-28-2024 06:15 AM,28/04/2024 07:16,48,ON_TIME,0,B787,ECONOMY,26D
337,DL,Delta,DL6988,MEX,CUN,11/08/2024 13:47,8/11/2024 17:13,185,ON_TIME,0,B767,BUSINESS,6C
338,BA,British Airways,BA9146,MEX,CUN,11/12/2024 04:18,12/11/2024 09:05,266,ON_TIME,0,A320,PREMIUM_ECONOMY,13F
339,UA,United,UA2951,mex,BCN,31/03/2025 10:13,31/03/2025 14:14,237,ON_TIME,0,B738,ECONOMY,20D
340,FR,Ryanair,FR6702,MAD,MEX,9/04/2025 08:35,4/09/2025 12:46,227,ON_TIME,0,B738,ECONOMY,19C
341,CM,COPA AIRLINES,CM9059,MAD,PTY,5/11/2024 15:55,5/11/2024 18:46,178,ON_TIME,0,B737,ECONOMY,26F
342,DL,Delta,DL4424,BOG,SJO,3/11/2024 05:08,3/11/2024 12:04,412,ON_TIME,0,B777,ECONOMY,27C
343,LA,LATAM,LA0283,GUA,MIA,12/01/2024 10:48,12/01/2024 16:09,322,ON_TIME,0,B739,ECONOMY,28B
344,CM,Copa Airlines,CM5536,JFK,SAL,24/03/2025 20:27,24/03/2025 23:43,57,DELAYED,124,CRJ9,ECONOMY,34A
345,AV,Avianca,AV8964,JFK,SAP,20/06/2025 05:56,20/06/2025 11:22,152,DELAYED,149,A321,ECONOMY,36B
346,FR,Ryanair,FR0092,JFK,HAV,2/09/2025 19:44,2/09/2025 23:27,210,ON_TIME,0,CRJ9,ECONOMY,25E
347,AA,American Airlines,AA8558,SAL,MEX,30/04/2025 10:20,30/04/2025 15:04,284,ON_TIME,0,B739,ECONOMY,44B
348,B6,JetBlue,B68553,LAX,GUA,19/09/2025 01:09,19/09/2025 07:29,360,ON_TIME,0,B787,ECONOMY,23B
349,FR,Ryanair,fr3194,LAX,SAL,6/07/2025 12:28,7/06/2025 14:43,118,ON_TIME,0,A321,ECONOMY,41C
350,WN,Southwest,WN2157,GUA,JFK,04-16-2025 07:05 AM,04-16-2025 10:01 AM,184,ON_TIME,0,A321,ECONOMY,28A
351,AV,Avianca,AV8282,LAX,PTY,16/03/2024 17:04,16/03/2024 22:34,323,DIVERTED,0,A320,ECONOMY,35F
352,AA,American Airlines,AA4704,MIA,CUN,28/12/2024 03:34,28/12/2024 09:04,335,ON_TIME,0,B739,ECONOMY,19A
353,IB,Iberia,IB4407,CUN,LIM,05-17-2024 01:36 PM,17/05/2024 16:58,196,ON_TIME,0,B738,ECONOMY,31C
354,AA,American Airlines,AA9437,BOG,MIA,26/05/2025 08:12,26/05/2025 14:21,368,ON_TIME,0,B767,ECONOMY,26C
355,AM,AEROMEXICO,AM2318,LIM,HAV,09-19-2024 10:30 AM,19/09/2024 15:37,292,ON_TIME,0,A319,BUSINESS,5E
356,UA,United,UA5360,CUN,MEX,08-22-2024 12:18 AM,22/08/2024 03:35,202,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,14A
357,WN,Southwest,WN6910,SAL,LAX,26/09/2024 10:04,26/09/2024 14:50,295,ON_TIME,0,B777,ECONOMY,40B
358,AA,American Airlines,AA8766,MIA,JFK,16/06/2025 21:11,17/06/2025 04:07,420,ON_TIME,0,A319,ECONOMY,41A
359,LA,LATAM,LA0288,SJO,JFK,3/03/2024 03:28,3/03/2024 05:19,121,ON_TIME,0,A320,BUSINESS,8C
360,AV,AVIANCA,AV1291,BOG,PTY,27/07/2025 17:59,27/07/2025 22:11,247,ON_TIME,0,B738,ECONOMY,20F
361,BA,British Airways,BA0307,JFK,LIM,14/07/2025 11:29,07-14-2025 07:43 PM,379,DELAYED,120,B738,BUSINESS,10B
362,FR,Ryanair,FR9361,LAX,sjo,16/03/2024 10:57,16/03/2024 13:39,158,ON_TIME,0,B777,ECONOMY,18E
363,BA,British Airways,BA2607,BOG,LIM,13/10/2024 18:13,13/10/2024 23:46,200,DELAYED,125,B757,ECONOMY,16B
364,UA,United,UA1611,MAD,LIM,11-30-2025 09:46 AM,30/11/2025 15:44,351,ON_TIME,0,B757,ECONOMY,19F
365,B6,JetBlue,B63274,JFK,SAL,17/04/2024 15:10,17/04/2024 21:29,357,DIVERTED,0,A320,ECONOMY,39D
366,UA,United,UA0389,SJO,MAD,13/04/2025 13:22,13/04/2025 20:07,272,DELAYED,128,A320,ECONOMY,19E
367,BA,British Airways,BA5611,HAV,GUA,31/01/2024 23:54,1/02/2024 04:00,231,ON_TIME,0,B767,ECONOMY,36D
368,B6,JetBlue,B64251,GUA,LIM,14/08/2025 08:05,14/08/2025 10:00,116,ON_TIME,0,B777,ECONOMY,44C
369,DL,Delta,DL8588,MIA,JFK,15/05/2025 02:15,15/05/2025 04:41,124,ON_TIME,0,B739,ECONOMY,43D
370,AA,American Airlines,AA1044,MIA,GUA,29/01/2025 02:55,29/01/2025 04:21,79,ON_TIME,0,B738,ECONOMY,39E
371,B6,JetBlue,B60009,SAP,SJO,27/03/2025 11:39,27/03/2025 16:47,289,ON_TIME,0,B738,BUSINESS,4C
372,WN,Southwest,WN1782,BCN,SJO,3/02/2025 09:23,2/03/2025 12:42,190,ON_TIME,0,B777,ECONOMY,26C
373,CM,Copa Airlines,CM7369,SAL,SAP,15/06/2025 20:35,06-15-2025 11:56 PM,198,ON_TIME,0,B757,ECONOMY,21B
374,AV,Avianca,AV7860,MAD,MIA,1/10/2024 15:48,,,CANCELLED,,A320,ECONOMY,
375,BA,British Airways,BA0359,BCN,SAP,13/07/2024 01:28,13/07/2024 04:50,188,ON_TIME,0,CRJ9,ECONOMY,26C
376,AM,Aeromexico,AM8828,HAV,SAL,12/12/2024 07:04,12/12/2024 09:39,154,ON_TIME,0,E190,ECONOMY,27C
377,AA,AMERICAN AIRLINES,AA6578,LIM,MEX,29/08/2025 07:13,29/08/2025 09:19,102,ON_TIME,0,B757,ECONOMY,43A
378,LA,LATAM,LA4442,MEX,PTY,20/07/2024 01:22,20/07/2024 04:11,159,ON_TIME,0,B739,ECONOMY,22E
379,CM,Copa Airlines,CM1488,MEX,JFK,9/10/2025 21:49,10/10/2025 01:37,237,ON_TIME,0,B738,ECONOMY,39B
380,AV,Avianca,AV7698,GUA,MEX,22/10/2024 04:15,,,CANCELLED,,B737,ECONOMY,
381,AM,Aeromexico,AM9806,PTY,JFK,18/11/2024 05:51,11-18-2024 08:12 AM,125,ON_TIME,0,A321,BUSINESS,5F
382,AA,American Airlines,AA2337,MAD,LIM,21/02/2024 12:24,21/02/2024 14:26,102,ON_TIME,0,A321,ECONOMY,44E
383,B6,JetBlue,B63897,SAL,SAP,07-13-2024 12:12 AM,13/07/2024 02:58,160,ON_TIME,0,B787,ECONOMY,26F
384,UA,United,UA8902,PTY,MIA,11/06/2025 09:08,6/11/2025 15:03,340,ON_TIME,0,B767,ECONOMY,35C
385,BA,British Airways,BA2714,LAX,MIA,8/04/2024 02:23,8/04/2024 06:14,222,ON_TIME,0,B737,ECONOMY,18E
386,DL,Delta,DL3973,BOG,SAP,18/04/2025 12:59,18/04/2025 17:23,262,ON_TIME,0,B757,BUSINESS,7C
387,AM,AEROMEXICO,AM5594,SAL,LAX,24/06/2024 18:37,24/06/2024 22:22,186,DELAYED,41,A320,ECONOMY,34F
388,AA,American Airlines,AA4117,PTY,MIA,28/12/2024 08:40,28/12/2024 16:10,263,DELAYED,187,A321,PREMIUM_ECONOMY,14C
389,B6,JetBlue,B65691,BOG,GUA,20/06/2024 22:58,21/06/2024 05:02,347,ON_TIME,0,B767,ECONOMY,40F
390,LA,LATAM,LA3431,HAV,SJO,17/09/2025 10:23,09-17-2025 04:46 PM,366,ON_TIME,0,E190,ECONOMY,34B
391,AM,Aeromexico,AM5088,HAV,CUN,09-25-2025 09:27 AM,25/09/2025 13:36,133,DELAYED,95,B777,ECONOMY,33F
392,DL,Delta,dl4486,MAD,CUN,04-25-2025 09:08 AM,04-25-2025 03:43 PM,401,ON_TIME,0,CRJ9,ECONOMY,35F
393,UA,United,UA3846,BCN,GUA,05-18-2025 05:38 AM,18/05/2025 08:12,155,ON_TIME,0,CRJ9,ECONOMY,16E
